Table,Condition,Frequency
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%m%'),1
mc,(mc.note LIKE '%u%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%1%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%n%' OR mc.note LIKE '%p%'),1
mc,(mc.note LIKE '%c%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%0%' OR mc.note LIKE '%9%'),1
mc,(mc.note LIKE '%V%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%2%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%U%' OR mc.note LIKE '%l%'),1
mc,(mc.note LIKE '%h%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%h%' OR mc.note LIKE '%9%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%2%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%t%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%h%' OR mc.note LIKE '%e%'),1
mc,(mc.note LIKE '%9%' OR mc.note LIKE '%i%'),1
mc,(mc.note LIKE '%D%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%t%' OR mc.note LIKE '%i%'),1
mc,"(mc.note LIKE '%""%' OR mc.note LIKE '%l%')",1
mc,(mc.note LIKE '%4%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%d%' OR mc.note LIKE '%l%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%r%'),1
mc,(mc.note LIKE '%9%' OR mc.note LIKE '%(%'),2
mc,(mc.note LIKE '%a%' OR mc.note LIKE '%a%'),1
mc,(mc.note LIKE '%A%' OR mc.note LIKE '%A%'),1
mc,(mc.note LIKE '%0%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%n%' OR mc.note LIKE '%9%'),1
mc,(mc.note LIKE '%H%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%s%'),1
mc,(mc.note LIKE '%s%' OR mc.note LIKE '%i%'),1
mc,(mc.note LIKE '%m%' OR mc.note LIKE '%s%'),1
mc,(mc.note LIKE '%9%' OR mc.note LIKE '%S%'),1
mc,(mc.note LIKE '%0%' OR mc.note LIKE '%a%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%a%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%a%'),1
mc,(mc.note LIKE '%c%' OR mc.note LIKE '%d%'),1
mc,(mc.note LIKE '%i%' OR mc.note LIKE '%i%'),1
mc,(mc.note LIKE '%y%' OR mc.note LIKE '%a%'),1
mc,(mc.note LIKE '%r%' OR mc.note LIKE '%a%'),1
mc,(mc.note LIKE '%i%' OR mc.note LIKE '%e%'),1
mc,(mc.note LIKE '%m%' OR mc.note LIKE '%3%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%l%'),2
mc,(mc.note LIKE '%t%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%S%' OR mc.note LIKE '%0%'),1
mc,(mc.note LIKE '%1%' OR mc.note LIKE '%a%'),1
mc,(mc.note LIKE '%t%' OR mc.note LIKE '%t%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%D%'),1
mc,(mc.note LIKE '%n%' OR mc.note LIKE '%o%'),1
ci,"ci.note IN ('(uncredited)', '(as Fab 5 Freddie)', '(as Oscar Kesse)', '(as Alan Deloin)', '(as Rupert Seidl)')",1
ci,"ci.note IN ('(uncredited)', '(as Henry Sanders)', '(as Gary van Orman)', '(as Butt Kaser)', '(as Dan Shulman)')",1
ci,"ci.note IN ('(uncredited)', '(as Village People)', '(as Mirek Woitch)', '(as Denise Ryland)', '(1964-1968)')",1
ci,"ci.note IN ('(voice)', '(as Glen Bang)', '(as Thomas Crown)', '(as Edward Acuff)', '(as Kurt F. Loder)')",1
