Table,Condition,Frequency
mc,(mc.note LIKE '%D%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%S%' OR mc.note LIKE '%A%'),1
mc,(mc.note LIKE '%5%' OR mc.note LIKE '%5%'),1
mc,(mc.note LIKE '%2%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%U%' OR mc.note LIKE '%D%'),1
mc,(mc.note LIKE '%m%' OR mc.note LIKE '%d%'),1
mc,(mc.note LIKE '%S%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%D%' OR mc.note LIKE '%D%'),1
mc,(mc.note LIKE '%D%' OR mc.note LIKE '%y%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%2%'),1
mc,(mc.note LIKE '%t%' OR mc.note LIKE '%n%'),2
mc,(mc.note LIKE '%a%' OR mc.note LIKE '%a%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%i%'),2
mc,(mc.note LIKE '%a%' OR mc.note LIKE '%U%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%0%'),1
mc,(mc.note LIKE '%e%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%n%' OR mc.note LIKE '%0%'),1
mc,(mc.note LIKE '%m%' OR mc.note LIKE '%0%'),1
mc,(mc.note LIKE '%S%' OR mc.note LIKE '%l%'),1
mc,(mc.note LIKE '%y%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%a%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%i%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%(%'),2
mc,(mc.note LIKE '%4%' OR mc.note LIKE '%a%'),1
mc,(mc.note LIKE '%4%' OR mc.note LIKE '%m%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%4%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%2%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%r%'),2
mc,(mc.note LIKE '%o%' OR mc.note LIKE '%n%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%0%' OR mc.note LIKE '%4%'),1
mc,(mc.note LIKE '%0%' OR mc.note LIKE '%(%'),2
mc,(mc.note LIKE '%0%' OR mc.note LIKE '%D%'),1
mc,(mc.note LIKE '%)%' OR mc.note LIKE '%i%'),1
mc,(mc.note LIKE '%n%' OR mc.note LIKE '%(%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%a%'),1
mc,(mc.note LIKE '%4%' OR mc.note LIKE '%)%'),2
mc,(mc.note LIKE '%V%' OR mc.note LIKE '%)%'),1
mc,(mc.note LIKE '%o%' OR mc.note LIKE '%s%'),1
mc,(mc.note LIKE '%V%' OR mc.note LIKE '%D%'),1
mc,(mc.note LIKE '%4%' OR mc.note LIKE '%r%'),1
mc,(mc.note LIKE '%r%' OR mc.note LIKE '%t%'),1
mc,(mc.note LIKE '%e%' OR mc.note LIKE '%5%'),1
mc,(mc.note LIKE '%(%' OR mc.note LIKE '%e%'),1
mi,(mi.info LIKE '%e%' OR mi.info LIKE '%J%'),1
mi,(mi.info LIKE '%s%' OR mi.info LIKE '%e%'),1
mi,(mi.info LIKE '%o%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%K%' OR mi.info LIKE '%8%'),1
mi,(mi.info LIKE '%a%' OR mi.info LIKE '%a%'),1
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%s%'),1
mi,(mi.info LIKE '%n%' OR mi.info LIKE '%o%'),1
mi,(mi.info LIKE '%0%' OR mi.info LIKE '%n%'),1
mi,(mi.info LIKE '%F%' OR mi.info LIKE '%c%'),1
