Table,Condition,Frequency
cct1,"cct.kind IN ('cast', 'complete+verified', 'crew', 'complete', 'complete')",1
cct1,"cct.kind IN ('cast', 'complete', 'complete+verified', 'complete', 'crew')",2
cct1,"cct.kind IN ('cast', 'complete+verified', 'crew', 'crew', 'crew')",1
cct1,"cct.kind IN ('cast', 'complete+verified', 'crew', 'complete+verified', 'cast')",1
cct1,"cct.kind IN ('cast', 'complete+verified', 'cast', 'crew', 'cast')",2
cct1,"cct.kind IN ('cast', 'complete', 'complete', 'complete+verified', 'cast')",1
cct1,"cct.kind IN ('crew', 'complete+verified', 'cast', 'crew', 'cast')",1
cct1,"cct.kind IN ('cast', 'crew', 'crew', 'complete+verified', 'cast')",1
cct1,"cct.kind IN ('crew', 'complete', 'complete', 'complete+verified', 'cast')",1
cct1,"cct.kind IN ('cast', 'complete', 'complete+verified', 'crew', 'cast')",1
cct1,"cct.kind IN ('cast', 'cast', 'crew', 'cast', 'cast')",1
cct1,"cct.kind IN ('cast', 'complete+verified', 'cast', 'crew', 'complete+verified')",3
cct1,"cct.kind IN ('cast', 'complete', 'cast', 'complete+verified', 'cast')",1
cct1,"cct.kind IN ('cast', 'crew', 'cast', 'cast', 'crew')",1
cct1,"cct.kind IN ('crew', 'complete', 'crew', 'complete+verified', 'crew')",1
cct1,"cct.kind IN ('cast', 'complete', 'crew', 'complete', 'complete+verified')",1
cct1,"cct.kind IN ('cast', 'complete', 'crew', 'complete+verified', 'cast')",1
cct1,"cct.kind IN ('crew', 'complete', 'complete', 'complete+verified', 'complete')",1
cct1,"cct.kind IN ('cast', 'cast', 'complete+verified', 'crew', 'complete+verified')",1
cct1,"cct.kind IN ('cast', 'complete', 'complete', 'complete', 'complete')",1
cct1,"cct.kind IN ('cast', 'complete+verified', 'complete+verified', 'crew', 'cast')",1
cct1,"cct.kind IN ('cast', 'complete', 'cast', 'complete', 'complete+verified')",1
cct1,"cct.kind IN ('cast', 'complete+verified', 'complete', 'complete+verified', 'crew')",1
cct1,"cct.kind IN ('cast', 'complete+verified', 'complete+verified', 'cast', 'complete')",1
cct1,"cct.kind IN ('cast', 'cast', 'cast', 'crew', 'complete')",1
cct1,"cct.kind IN ('cast', 'complete+verified', 'complete+verified', 'cast', 'complete+verified')",1
cct1,"cct.kind IN ('cast', 'complete', 'crew', 'crew', 'cast')",2
cct1,"cct.kind IN ('cast', 'complete', 'crew', 'complete', 'cast')",1
cct1,"cct.kind IN ('cast', 'complete', 'crew', 'complete+verified', 'complete+verified')",1
cct1,"cct.kind IN ('cast', 'complete', 'cast', 'crew', 'complete')",1
cct1,"cct.kind IN ('cast', 'complete', 'cast', 'complete', 'complete')",1
cct1,"cct.kind IN ('crew', 'complete+verified', 'crew', 'complete', 'complete')",1
cct1,"cct.kind IN ('cast', 'complete+verified', 'crew', 'cast', 'complete')",1
cct1,"cct.kind IN ('cast', 'complete', 'complete', 'crew', 'cast')",1
cct1,"cct.kind IN ('cast', 'crew', 'complete+verified', 'cast', 'cast')",1
cct1,"cct.kind IN ('cast', 'complete', 'complete+verified', 'cast', 'crew')",1
cct1,"cct.kind IN ('cast', 'complete', 'complete+verified', 'complete+verified', 'complete+verified')",1
cct1,"cct.kind IN ('crew', 'complete+verified', 'complete', 'complete+verified', 'complete+verified')",1
cct1,"cct.kind IN ('cast', 'complete+verified', 'complete', 'cast', 'complete+verified')",1
cct1,"cct.kind IN ('cast', 'complete', 'complete+verified', 'crew', 'crew')",1
cct1,"cct.kind IN ('cast', 'cast', 'complete', 'complete', 'complete+verified')",1
cct1,"cct.kind IN ('cast', 'cast', 'complete+verified', 'complete+verified', 'crew')",1
cct1,"cct.kind IN ('cast', 'complete+verified', 'crew', 'crew', 'complete')",1
cct1,"cct.kind IN ('cast', 'crew', 'cast', 'crew', 'cast')",1
cct1,"cct.kind IN ('cast', 'cast', 'cast', 'complete', 'complete')",1
cct2,cct.kind = 'complete',44
cct2,cct.kind = 'complete+verified',6
ci,"ci.note IN ('(director of photography)', '(as ScreamerClauz)', '(as Pobo)', '(as Donyelle)', '(as Raul Fraire)')",1
